Term,Semester,Year,CRN,Subject,Number,Section,Title,Instructor,Credits,Max,Enroll,SectionType,ContactHours,InstructorType,CourseType
201330,Fall,2012,30107,CSIS,10,05F,Intro to Computer App-Lab,Yoder,0,15,15,Lab,2,T,B
201330,Fall,2012,30911,CSIS,11,2EB,Prob Solving With Spreadsheets,Arunasalem,1,15,11,Lecture,1.5,P,B
201330,Fall,2012,30910,CSIS,11,3EA,Prob Solving With Spreadsheets,Arunasalem,1,15,15,Lecture,1.5,P,B
201330,Fall,2012,30304,CSIS,11,08A,Prob Solving With Spreadsheets,Cotler,1,15,15,Lecture,1.5,F,B
201330,Fall,2012,30305,CSIS,11,08B,Prob Solving With Spreadsheets,Cotler,1,15,15,Lecture,1.5,F,B
201330,Fall,2012,31502,CSIS,19,2ET,Competitive Programming F12,Lim,1,16,7,Lecture,1,T,N
201330,Fall,2012,30147,CSIS,110,29F,Intro CS:MM Python Prg-Lab,Fryling,0,15,11,Lab,2,T,M
201330,Fall,2012,30565,CSIS,110,12H,Intro CS MM Python Prg-Lab,Fryling,0,15,14,Lab,2,T,M
201330,Fall,2012,30136,CSIS,110,11,Intro CS Multimedia Python Prg,Fryling,3,30,25,Lecture,2,T,M
201330,Fall,2012,30111,CSIS,110,02H,Intro CS:3D Prog w/Alice-Lab,Horowitz,0,15,11,Lab,2,T,M
201330,Fall,2012,30113,CSIS,110,09F,Intro CS:3D Prog w/Alice-Lab,Horowitz,0,15,14,Lab,2,T,M
201330,Fall,2012,30527,CSIS,110,9,Intro CS:3D Prog with Alice,Horowitz,3,30,25,Lecture,2,T,M
201330,Fall,2012,30112,CSIS,110,05F,Intro CS:MM Python Prg-Lab,Small,0,15,13,Lab,2,T,M
201330,Fall,2012,30114,CSIS,110,05W,Intro CS:MM Python Prg Prg-Lab,Small,0,15,14,Lab,2,T,M
201330,Fall,2012,30109,CSIS,110,3,Intro CS:Multimedia Python Prg,Small,3,30,27,Lecture,2,T,M
201330,Fall,2012,30474,CSIS,110,08T,Intro CS:MM Python Prg-Lab,Vandenberg,0,15,12,Lab,2,T,M
201330,Fall,2012,30110,CSIS,110,7,Intro CS: MM Python Prg,Vandenberg,3,15,12,Lecture,2,T,M
201330,Fall,2012,30365,CSIS,114,04H,Management Information Sys-lab,Breimer,0,16,14,Lab,2,T,B
201330,Fall,2012,30308,CSIS,114,08T,Management Information Sys-Lab,Breimer,0,16,16,Lab,2,T,B
201330,Fall,2012,30362,CSIS,114,25,Management Information Systems,Breimer,3,32,30,Lecture,2,T,B
201330,Fall,2012,30681,CSIS,114,02T,Management Information Sys-Lab,Bryant,0,15,13,Lab,2,F,B
201330,Fall,2012,30679,CSIS,114,01M,Management Information Sys-Lab,Bryant,0,15,15,Lab,2,F,B
201330,Fall,2012,30300,CSIS,114,1,Management Information Systems,Bryant,3,30,28,Lecture,2,F,B
201330,Fall,2012,30306,CSIS,114,22T,Management Information Sys-Lab,Cotler,0,16,12,Lab,2,F,B
201330,Fall,2012,30363,CSIS,114,04T,Management Information Sys-lab,Cotler,0,16,13,Lab,2,F,B
201330,Fall,2012,30361,CSIS,114,3,Management Information Systems,Cotler,3,32,25,Lecture,2,F,B
201330,Fall,2012,30573,CSIS,114,10H,Management Information Sys-Lab,Liss,0,16,6,Lab,2,F,B
201330,Fall,2012,30310,CSIS,114,05W,Management Information Sys-Lab,Liss,0,16,16,Lab,2,F,B
201330,Fall,2012,30572,CSIS,114,6,Management Information Systems,Liss,3,32,22,Lecture,2,F,B
201330,Fall,2012,30307,CSIS,114,09W,Management Information Sys-Lab,Schindler,0,15,15,Lab,2,P,B
201330,Fall,2012,30915,CSIS,114,02H,Management Information Sys-Lab,Schindler,0,15,15,Lab,2,P,B
201330,Fall,2012,30309,CSIS,114,5,Management Information Systems,Schindler,3,30,30,Lecture,2,P,B
201330,Fall,2012,30364,CSIS,114,08H,Management Information Sys-lab,Yoder,0,16,10,Lab,2,T,B
201330,Fall,2012,30678,CSIS,114,15,Management Information Systems,Yoder,3,16,10,Lecture,2,T,B
201330,Fall,2012,31230,CSIS,115,13,Database Design and App fo Bus,Fryling,3,15,15,Lecture,3,T,N
201330,Fall,2012,30944,CSIS,115,MWE,Database Design and App fo Bus,Garnsey,3,15,13,Lecture,3,T,N
201330,Fall,2012,31971,CSIS,115,12,Database Design and App fo Bus,Horowitz,3,15,15,Lecture,3,T,N
201330,Fall,2012,30943,CSIS,115,10,Database Design and App fo Bus,Horowitz,3,15,16,Lecture,3,T,N
201330,Fall,2012,30701,CSIS,120,01W,Intro to Programming-Lab,Egan,0,15,15,Lab,2,T,M
201330,Fall,2012,30465,CSIS,120,10,Intro to Software Development,Egan,4,15,15,Lecture,3,T,M
201330,Fall,2012,30466,CSIS,120,04H,Intro to Programming - Lab,Lim,0,15,7,Lab,2,T,M
201330,Fall,2012,31033,CSIS,120,09W,Intro to Programming-Lab,Lim,0,15,15,Lab,2,T,M
201330,Fall,2012,31032,CSIS,120,12,Intro to Software Development,Lim,4,30,22,Lecture,3,T,M
201330,Fall,2012,31232,CSIS,180,09M,Web Design-Lab,Bryant,0,16,8,Lab,2,F,N
201330,Fall,2012,31231,CSIS,180,5,Web Design,Bryant,3,16,8,Lecture,2,F,N
201330,Fall,2012,31973,CSIS,200,4,Diversity in Computer Science,Egan,3,24,24,Lecture,3,T,N
201330,Fall,2012,31552,CSIS,200,2,Nature of Humans & Machines,Medsker,3,24,24,Lecture,3,T,N
201330,Fall,2012,30149,CSIS,210,09F,Data Structures-Lab,Flatland,0,12,11,Lab,2,T,M
201330,Fall,2012,30116,CSIS,210,01F,Data Structures-Lab,Flatland,0,12,12,Lab,2,T,M
201330,Fall,2012,32015,CSIS,210,8H,Data Structures - Lab,Flatland,0,16,16,Lab,2,T,M
201330,Fall,2012,30115,CSIS,210,11,Data Structures,Flatland,3,24,22,Lecture,3,T,M
201330,Fall,2012,32014,CSIS,210,9,Data Structures,Flatland,3,16,17,Lecture,3,T,M
201330,Fall,2012,32035,CSIS,220,9EW,Assembly Lang and Comp Arc-Lab,DiTursi,0,16,12,Lab,2,F,M
201330,Fall,2012,30192,CSIS,220,13W,Comp Arch & Assemb Lan-Lab,DiTursi,0,16,14,Lab,2,F,M
201330,Fall,2012,30193,CSIS,220,05W,Comp Arch & Assemb Lan-Lab,DiTursi,0,16,15,Lab,2,F,M
201330,Fall,2012,32034,CSIS,220,2,Assembly Lang and Comp Archtcr,DiTursi,4,16,11,Lecture,3,F,M
201330,Fall,2012,30117,CSIS,220,4,Assembly Lang and Comp Archtcr,DiTursi,4,32,30,Lecture,3,F,M
201330,Fall,2012,31546,CSIS,251,7EM,Discrete Structures I-Lab,Matthews,0,16,13,Lab,1.5,T,M
201330,Fall,2012,30897,CSIS,251,3EM,Discrete Structures I-Lab,Matthews,0,16,14,Lab,1.5,T,M
201330,Fall,2012,30896,CSIS,251,13M,Discrete Structures I-Lab,Matthews,0,16,16,Lab,1.5,T,M
201330,Fall,2012,31545,CSIS,251,10,Discrete Structures,Matthews,4,16,12,Lecture,2,T,M
201330,Fall,2012,30467,CSIS,251,8,Discrete Structures,Matthews,4,32,31,Lecture,2,T,M
201330,Fall,2012,31974,CSIS,340,8,Programming Languages,Lim,3,24,11,Lecture,3,T,M
201330,Fall,2012,30456,CSIS,350,4,Database Management Systems,Vandenberg,3,16,16,Lecture,3,T,M
201330,Fall,2012,30946,CSIS,390,13W,Web Application Develop - Lab,Breimer,0,16,16,Lab,2,T,M
201330,Fall,2012,30945,CSIS,390,11,Web Application Development,Breimer,3,16,16,Lecture,2,T,M
201330,Fall,2012,31474,CSIS,401,09F,Robotics Lab,Small,0,15,14,Lab,2,T,M
201330,Fall,2012,31473,CSIS,401,9,Robotics F12,Small,3,15,14,Lecture,2,T,M
201330,Fall,2012,32028,CSIS,410,01M,Software Engineering I-Lab,Lederman,0,24,20,Lab,2,T,M
201330,Fall,2012,30118,CSIS,410,1,Software Engineering I,Lederman,3,24,20,Lecture,2,T,M
201340,Spring,2013,40189,CSIS,10,09F,Intro to Computer App-Lab,Breimer,0,15,15,Lab,2,T,B
201340,Spring,2013,40585,CSIS,10,09W,Intro to Computer App.-Lab,Bryant,0,15,15,Lab,2,F,B
201340,Spring,2013,40038,CSIS,10,HE,Intro to Computer App.-Lab,Cramer,0,15,14,Lab,2,P,B
201340,Spring,2013,40036,CSIS,10,3E,Intro to Computer Applications,Cutler,3,30,30,Lecture,2,P,B
201340,Spring,2013,40037,CSIS,10,2E,Intro to Computer Applications,Cutler,3,30,30,Lecture,2,P,B
201340,Spring,2013,41470,CSIS,10,3,Intro to Computer Applications,DiTursi,3,30,29,Lecture,2,F,B
201340,Spring,2013,40039,CSIS,10,WE,Intro to Computer App.-Lab,Liss,0,15,15,Lab,2,F,B
201340,Spring,2013,40041,CSIS,10,05W,Intro to Computer App.-Lab,Liss,0,15,15,Lab,2,F,B
201340,Spring,2013,40622,CSIS,10,09M,Intro to Computer App - Lab,Liss,0,15,15,Lab,2,F,B
201340,Spring,2013,40870,CSIS,10,01M,Intro to Computer App.-Lab,Liss,0,15,15,Lab,2,F,B
201340,Spring,2013,40584,CSIS,10,2,Intro to Computer Applications,Liss,3,30,30,Lecture,2,F,B
201340,Spring,2013,40040,CSIS,10,TE2,Intro to Computer App.-Lab,Rivituso,0,15,14,Lab,2,P,B
201340,Spring,2013,40456,CSIS,11,TRA,Prob Solving With Spreadsheets,Mendez,1,15,15,Lecture,1.5,P,B
201340,Spring,2013,40457,CSIS,11,TRB,Prob Solving With Spreadsheets,Mendez,1,15,15,Lecture,1.5,P,B
201340,Spring,2013,42034,CSIS,19,FE,Stress-free Computing,Cotler,1,24,17,Lecture,1,F,N
201340,Spring,2013,41474,CSIS,19,12T,Designing/User Experience,Robinson,1,24,7,Lecture,1,P,N
201340,Spring,2013,41541,CSIS,19,09W,Artificial Intelligence Res.,Small,1,24,11,Lecture,1,T,N
201340,Spring,2013,40050,CSIS,110,24H,Intro CS:Multi Python Prg-Lab,Fryling,0,16,16,Lab,2,T,M
201340,Spring,2013,40357,CSIS,110,7,Intro to CS:Multi Python Prg,Fryling,3,16,16,Lecture,2,T,M
201340,Spring,2013,40366,CSIS,110,05F,Intro CS:Multi Python Prg-Lab,Vandenberg,0,15,15,Lab,2,T,M
201340,Spring,2013,40871,CSIS,110,10H,Intro CS: Multi Python Prg-Lab,Vandenberg,0,15,15,Lab,2,T,M
201340,Spring,2013,40458,CSIS,110,5,Intro CS:Multimedia Python Prg,Vandenberg,3,30,30,Lecture,2,T,M
201340,Spring,2013,40872,CSIS,114,02T,Management Information Sys-Lab,Bryant,0,15,15,Lab,2,F,B
201340,Spring,2013,40192,CSIS,114,01M,Management Information Sys-Lab,Bryant,0,15,16,Lab,2,F,B
201340,Spring,2013,40153,CSIS,114,1,Management Information Systems,Bryant,3,30,31,Lecture,2,F,B
201340,Spring,2013,40193,CSIS,114,10H,Management Information Sys-Lab,Cotler,0,15,14,Lab,2,F,B
201340,Spring,2013,40196,CSIS,114,08H,Management Information Sys-Lab,Cotler,0,15,16,Lab,2,F,B
201340,Spring,2013,40275,CSIS,114,5,Management Information Systems,Cotler,3,30,30,Lecture,2,F,B
201340,Spring,2013,40195,CSIS,114,04T,Management Information Sys-Lab,DiTursi,0,15,15,Lab,2,F,B
201340,Spring,2013,40197,CSIS,114,22T,Management Information Sys-Lab,DiTursi,0,15,15,Lab,2,F,B
201340,Spring,2013,40191,CSIS,114,9,Management Information Systems,DiTursi,3,30,30,Lecture,2,F,B
201340,Spring,2013,40873,CSIS,114,09W,Management Information Sys-Lab,Egan,0,15,15,Lab,2,T,B
201340,Spring,2013,40658,CSIS,114,4,Management Information Systems,Egan,3,30,30,Lecture,2,T,B
201340,Spring,2013,40659,CSIS,114,28T,Management Information Sys-Lab,Fryling,0,15,15,Lab,2,T,B
201340,Spring,2013,40362,CSIS,114,13M,Management Information Sys-Lab,Schindler,0,15,15,Lab,2,P,B
201340,Spring,2013,40365,CSIS,114,13W,Management Information Sys-Lab,Schindler,0,15,15,Lab,2,P,B
201340,Spring,2013,40361,CSIS,114,27,Management Information Systems,Schindler,3,30,30,Lecture,2,P,B
201340,Spring,2013,40194,CSIS,114,HE,Management Information Sys-Lab,Yates,0,16,16,Lab,2,P,B
201340,Spring,2013,40121,CSIS,114,7,Management Information Systems,Yates,3,16,16,Lecture,2,P,B
201340,Spring,2013,40875,CSIS,115,2,Database Design and App fo Bus,Cotler,3,15,15,Lecture,3,F,N
201340,Spring,2013,40977,CSIS,115,4,Database Design and App fo Bus,Cotler,3,15,16,Lecture,3,F,N
201340,Spring,2013,40874,CSIS,115,10,Database Design and App fo Bus,Schindler,3,15,15,Lecture,3,P,N
201340,Spring,2013,41475,CSIS,115,6,Database Design and App fo Bus,Yoder,3,15,14,Lecture,3,T,N
201340,Spring,2013,41476,CSIS,116,8EH,Survey of Info Technology-Lab,Arunasalem,0,15,14,Lab,2,P,N
201340,Spring,2013,40278,CSIS,116,9EW,Survey of Info Technology-Lab,Arunasalem,0,15,16,Lab,2,P,N
201340,Spring,2013,40277,CSIS,116,6ET,Survey of Info Technology,Arunasalem,3,30,30,Lecture,2,P,N
201340,Spring,2013,40053,CSIS,120,05W,Intro to Programming Lab,Egan,0,15,11,Lab,2,T,M
201340,Spring,2013,40487,CSIS,120,04H,Intro to Programming-Lab,Egan,0,15,14,Lab,2,T,M
201340,Spring,2013,40486,CSIS,120,10,Intro to Software Development,Egan,4,30,25,Lecture,3,T,M
201340,Spring,2013,40876,CSIS,120,25W,Intro to Programming-Lab,Small,0,15,10,Lab,2,T,M
201340,Spring,2013,40052,CSIS,120,01W,Intro to Programming Lab,Small,0,15,14,Lab,2,T,M
201340,Spring,2013,40051,CSIS,120,8,Intro to Software Development,Small,4,30,24,Lecture,3,T,M
201340,Spring,2013,42036,CSIS,180,09M,Web Design - Lab,Bryant,0,16,15,Lab,2,F,N
201340,Spring,2013,42035,CSIS,180,5,Web Design,Bryant,3,16,15,Lecture,2,F,N
201340,Spring,2013,42037,CSIS,200,13,Society in the Information Age,Fryling,3,24,24,Lecture,3,T,N
201340,Spring,2013,42038,CSIS,210,05F,Data Structures - Lab,DiTursi,0,16,10,Lab,2,F,M
201340,Spring,2013,40280,CSIS,210,1,Data Structures,DiTursi,3,16,10,Lecture,3,F,M
201340,Spring,2013,40168,CSIS,225,09M,Object-Oriented Des & Prog-Lab,Lim,0,16,17,Lab,2,T,M
201340,Spring,2013,40169,CSIS,225,13M,Object-Oriented Des & Prog Lab,Lim,0,16,17,Lab,2,T,M
201340,Spring,2013,40279,CSIS,225,6,Advanced Programming,Lim,3,32,34,Lecture,2,T,M
201340,Spring,2013,42176,CSIS,310,ME,Numerical Methods,Vernizzi,3,24,8,Lecture,3,T,M
201340,Spring,2013,42043,CSIS,350,8,Database Management Systems,Vandenberg,3,15,16,Lecture,3,T,M
201340,Spring,2013,41588,CSIS,351,1,Theory of Computation,Breimer,3,24,9,Lecture,3,T,M
201340,Spring,2013,42041,CSIS,351,3,Theory of Computation,Breimer,3,24,24,Lecture,3,T,M
201340,Spring,2013,42042,CSIS,365,11,Communications and Networks,Yoder,3,24,21,Lecture,3,T,M
201340,Spring,2013,42039,CSIS,375,2,Intro to Artificial Intellig,Medsker,3,24,19,Lecture,3,T,M
201340,Spring,2013,40054,CSIS,385,4,Design+Analysis of Algorithm,Flatland,3,24,24,Lecture,3,T,M
201340,Spring,2013,42044,CSIS,385,8,Design+Analysis of Algorithm,Matthews,3,24,15,Lecture,3,T,M
201340,Spring,2013,42046,CSIS,415,WE,Software Engineering II - Lab,Lederman,0,30,19,Lab,2,T,M
201340,Spring,2013,42045,CSIS,415,9E,Software Engineering II,Lederman,3,30,19,Lecture,2,T,M
201430,Fall,2013,30129,CSIS,10,3E,Intro to Computer Applicat,Cutler,3,30,30,Lecture,2,P,B
201430,Fall,2013,30104,CSIS,10,09M,Intro to Computer App-Lab,Flatland,0,15,15,Lab,2,T,B
201430,Fall,2013,30360,CSIS,10,01F,Intro to Computer App - Lab,Goldstein,0,15,6,Lab,2,F,B
201430,Fall,2013,30359,CSIS,10,09W,Intro to Computer App - Lab,Goldstein,0,15,12,Lab,2,F,B
201430,Fall,2013,31229,CSIS,10,3EM,Intro to Computer App-Lab,Goldstein,0,15,15,Lab,2,F,B
201430,Fall,2013,30358,CSIS,10,7,Intro to Computer Applicat,Goldstein,3,30,30,Lecture,2,F,B
201430,Fall,2013,30108,CSIS,10,01M,Intro to Computer App-Lab,Liss,0,15,10,Lab,2,F,B
201430,Fall,2013,30106,CSIS,10,01W,Intro to Computer App-Lab,Liss,0,15,15,Lab,2,F,B
201430,Fall,2013,30130,CSIS,10,9EW,Intro to Computer App-Lab,Liss,0,15,15,Lab,2,F,B
201430,Fall,2013,30102,CSIS,10,15,Intro to Computer Applicat,Liss,3,30,28,Lecture,2,F,B
201430,Fall,2013,30103,CSIS,10,2E,Intro to Computer Applicat,Rivituso,3,30,29,Lecture,2,P,B
201430,Fall,2013,30105,CSIS,10,05M,Intro to Computer App-Lab,Schindler,0,15,14,Lab,2,P,B
201430,Fall,2013,30107,CSIS,10,05F,Intro to Computer App-Lab,Schindler,0,15,14,Lab,2,P,B
201430,Fall,2013,30911,CSIS,11,4EB,Prob Solving With Spreadsheets,Goldstein,1,15,11,Lecture,1.5,F,B
201430,Fall,2013,30910,CSIS,11,4EA,Prob Solving With Spreadsheets,Goldstein,1,15,14,Lecture,1.5,F,B
201430,Fall,2013,30304,CSIS,11,08A,Prob Solving With Spreadsheets,Horowitz,1,15,15,Lecture,1.5,T,B
201430,Fall,2013,30305,CSIS,11,08B,Prob Solving With Spreadsheets,Horowitz,1,15,15,Lecture,1.5,T,B
201430,Fall,2013,32398,CSIS,13,05M,Computer Ethics,Liss,1,24,21,Lecture,1,F,N
201430,Fall,2013,32450,CSIS,19,05F,Stress-free Computing,Cotler,1,24,16,Lecture,1,F,N
201430,Fall,2013,30112,CSIS,110,08H,Intro CS:Scientific Comp-Lab,Egan,0,16,16,Lab,2,T,M
201430,Fall,2013,30114,CSIS,110,04H,Intro CS:Scientific Comp-Lab,Egan,0,16,16,Lab,2,T,M
201430,Fall,2013,30109,CSIS,110,5,Intro CS:Scientific Comp.,Egan,3,32,32,Lecture,2,T,M
201430,Fall,2013,30111,CSIS,110,02H,Intro CS:3D Prog w/Alice-Lab,Horowitz,0,16,15,Lab,2,T,M
201430,Fall,2013,30113,CSIS,110,09F,Intro CS:3D Prog w/Alice-Lab,Horowitz,0,16,16,Lab,2,T,M
201430,Fall,2013,30527,CSIS,110,9,Intro CS:3D Prog with Alice,Horowitz,3,32,31,Lecture,2,T,M
201430,Fall,2013,30474,CSIS,110,08T,Intro CS:MM Python Prg-Lab,Lim,0,16,15,Lab,2,T,M
201430,Fall,2013,30110,CSIS,110,7,Intro CS: MM Python Prg,Lim,3,16,16,Lecture,2,T,M
201430,Fall,2013,30565,CSIS,110,12H,Intro CS MM Python Prg-Lab,Vandenberg,0,16,15,Lab,2,T,M
201430,Fall,2013,30147,CSIS,110,29F,Intro CS:MM Python Prg-Lab,Vandenberg,0,16,16,Lab,2,T,M
201430,Fall,2013,30136,CSIS,110,11,Intro CS Multimedia Python Prg,Vandenberg,3,32,31,Lecture,2,T,M
201430,Fall,2013,30306,CSIS,114,01W,Management Information Sys-Lab,Cotler,0,16,16,Lab,2,F,B
201430,Fall,2013,30363,CSIS,114,08H,Management Information Sys-lab,Cotler,0,16,16,Lab,2,F,B
201430,Fall,2013,30361,CSIS,114,7,Management Information Systems,Cotler,3,32,32,Lecture,2,F,B
201430,Fall,2013,30364,CSIS,114,24T,Management Information Sys-lab,DiTursi,0,16,16,Lab,2,F,B
201430,Fall,2013,30309,CSIS,114,8,Management Information Systems,DiTursi,3,16,16,Lecture,2,F,B
201430,Fall,2013,30308,CSIS,114,08T,Management Information Sys-Lab,Fryling,0,16,15,Lab,2,T,B
201430,Fall,2013,30310,CSIS,114,05W,Management Information Sys-Lab,Fryling,0,16,16,Lab,2,T,B
201430,Fall,2013,30573,CSIS,114,10T,Management Information Sys-Lab,Fryling,0,16,16,Lab,2,T,B
201430,Fall,2013,30307,CSIS,114,09W,Management Information Sys-Lab,Fryling,0,16,17,Lab,2,T,B
201430,Fall,2013,30572,CSIS,114,6,Management Information Systems,Fryling,3,32,32,Lecture,2,T,B
201430,Fall,2013,30678,CSIS,114,15,Management Information Systems,Fryling,3,32,32,Lecture,2,T,B
201430,Fall,2013,30679,CSIS,114,8EH,Management Information Sys-Lab,Mehta,0,16,16,Lab,2,P,B
201430,Fall,2013,30362,CSIS,114,3E,Management Information Systems,Mehta,3,16,16,Lecture,2,P,B
201430,Fall,2013,30365,CSIS,114,04H,Management Information Sys-lab,Schindler,0,15,13,Lab,2,P,B
201430,Fall,2013,30915,CSIS,114,02H,Management Information Sys-Lab,Schindler,0,15,15,Lab,2,P,B
201430,Fall,2013,30300,CSIS,114,23,Management Information Systems,Schindler,3,30,28,Lecture,2,P,B
201430,Fall,2013,31230,CSIS,115,2,Database Design and App fo Bus,Cotler,3,15,13,Lecture,3,F,N
201430,Fall,2013,30944,CSIS,115,4,Database Design and App fo Bus,Cotler,3,15,14,Lecture,3,F,N
201430,Fall,2013,30943,CSIS,115,10,Database Design and App fo Bus,Horowitz,3,15,15,Lecture,3,T,N
201430,Fall,2013,31033,CSIS,120,05F,Intro to Programming-Lab,Small,0,15,8,Lab,2,T,M
201430,Fall,2013,30466,CSIS,120,01F,Intro to Programming - Lab,Small,0,15,9,Lab,2,T,M
201430,Fall,2013,31032,CSIS,120,4,Intro to Software Development,Small,4,30,17,Lecture,3,T,M
201430,Fall,2013,31232,CSIS,180,05W,Web Design-Lab,Breimer,0,16,16,Lab,2,T,N
201430,Fall,2013,31231,CSIS,180,5,Web Design,Breimer,3,16,16,Lecture,2,T,N
201430,Fall,2013,31552,CSIS,200,24,Nature of Humans & Machines,Medsker,3,24,27,Lecture,3,T,N
201430,Fall,2013,31973,CSIS,200,6,Intro to GIS,Yoder,3,15,15,Lecture,3,T,N
201430,Fall,2013,30116,CSIS,210,10H,Data Structures-Lab,Yoder,0,16,6,Lab,2,T,M
201430,Fall,2013,30149,CSIS,210,09F,Data Structures-Lab,Yoder,0,16,13,Lab,2,T,M
201430,Fall,2013,30115,CSIS,210,31,Data Structures,Yoder,3,32,19,Lecture,3,T,M
201430,Fall,2013,30192,CSIS,220,01W,Comp Arch & Assemb Lan-Lab,DiTursi,0,16,8,Lab,2,F,M
201430,Fall,2013,30193,CSIS,220,05W,Comp Arch & Assemb Lan-Lab,DiTursi,0,16,14,Lab,2,F,M
201430,Fall,2013,30117,CSIS,220,2,Assembly Lang and Comp Archtcr,DiTursi,4,32,22,Lecture,3,F,M
201430,Fall,2013,30896,CSIS,251,13M,Discrete Structures I-Lab,Matthews,0,16,15,Lab,1.5,T,M
201430,Fall,2013,30897,CSIS,251,3EM,Discrete Structures I-Lab,Matthews,0,16,16,Lab,1.5,T,M
201430,Fall,2013,31545,CSIS,251,10,Discrete Structures,Matthews,4,22,8,Lecture,2,T,M
201430,Fall,2013,30467,CSIS,251,8,Discrete Structures,Matthews,4,22,23,Lecture,2,T,M
201430,Fall,2013,30456,CSIS,350,13,Database Management Systems,Vandenberg,3,16,16,Lecture,3,T,M
201430,Fall,2013,32449,CSIS,380,04T,Computer Graphics-L,Flatland,0,16,13,Lab,2,T,M
201430,Fall,2013,32448,CSIS,380,HF,Computer Graphics,Flatland,3,16,13,Lecture,2,T,M
201430,Fall,2013,30946,CSIS,390,13W,Web Application Develop - Lab,Breimer,0,16,16,Lab,2,T,M
201430,Fall,2013,30945,CSIS,390,11,Web Application Development,Breimer,3,16,16,Lecture,2,T,M
201430,Fall,2013,32400,CSIS,400,12,App Development,Lim,3,14,14,Lecture,3,T,M
201430,Fall,2013,32451,CSIS,401,8,Robotics,Small,3,10,9,Lecture,3,T,M
201430,Fall,2013,32028,CSIS,410,01W,Software Engineering I-Lab,Lederman,0,28,27,Lab,2,T,M
201430,Fall,2013,30118,CSIS,410,01M,Software Engineering I,Lederman,3,28,27,Lecture,2,T,M
201440,Spring,2014,40039,CSIS,10,WE,Intro to Computer App.-Lab,Coco,0,15,15,Lab,2,P,B
201440,Spring,2014,40036,CSIS,10,3E,Intro to Computer Applications,Cutler,3,30,29,Lecture,2,P,B
201440,Spring,2014,42658,CSIS,10,11,Intro to Computer Applications,Goldstein,3,30,31,Lecture,2,F,B
201440,Spring,2014,40870,CSIS,10,01M,Intro to Computer App.-Lab,Liss,0,15,15,Lab,2,F,B
201440,Spring,2014,40189,CSIS,10,09F,Intro to Computer App-Lab,Liss,0,15,16,Lab,2,F,B
201440,Spring,2014,40585,CSIS,10,09W,Intro to Computer App.-Lab,Liss,0,15,16,Lab,2,F,B
201440,Spring,2014,40584,CSIS,10,2,Intro to Computer Applications,Liss,3,30,28,Lecture,2,F,B
201440,Spring,2014,41470,CSIS,10,3,Intro to Computer Applications,Liss,3,30,30,Lecture,2,F,B
201440,Spring,2014,40041,CSIS,10,05W,Intro to Computer App.-Lab,NA,0,15,16,Lab,2,P,B
201440,Spring,2014,40622,CSIS,10,7EM,Intro to Computer App - Lab,Rivituso,0,15,16,Lab,2,P,B
201440,Spring,2014,40037,CSIS,10,2E,Intro to Computer Applications,Rivituso,3,30,24,Lecture,2,P,B
201440,Spring,2014,42659,CSIS,10,08T,Intro to Computer App.-Lab,Schindler,0,15,16,Lab,2,P,B
201440,Spring,2014,40038,CSIS,10,HE,Intro to Computer App.-Lab,Sherman,0,15,16,Lab,2,P,B
201440,Spring,2014,40040,CSIS,10,TE2,Intro to Computer App.-Lab,Yates,0,15,16,Lab,2,P,B
201440,Spring,2014,40457,CSIS,11,TRB,Prob Solving With Spreadsheets,Arunasalem,1,15,13,Lecture,1.5,P,B
201440,Spring,2014,40456,CSIS,11,TRA,Prob Solving With Spreadsheets,Arunasalem,1,15,14,Lecture,1.5,P,B
201440,Spring,2014,42034,CSIS,19,07W,Stress-free Computing,Cotler,1,24,20,Lecture,1,F,N
201440,Spring,2014,41541,CSIS,19,03M,Programming in C,DiTursi,1,16,14,Lecture,1,F,N
201440,Spring,2014,41474,CSIS,19,07M,CS in Movies,Lim,1,24,18,Lecture,1,T,N
201440,Spring,2014,42668,CSIS,19,12T,User Experience,Robinson,1,24,9,Lecture,1,P,N
201440,Spring,2014,40050,CSIS,110,25F,Intro CS:Sci Comp Lab,Egan,0,16,16,Lab,2,T,M
201440,Spring,2014,42660,CSIS,110,09F,Intro to CS:Sci Comp Lab,Egan,0,16,16,Lab,2,T,M
201440,Spring,2014,40357,CSIS,110,7,Intro to CS:Sci Comp,Egan,3,32,32,Lecture,2,T,M
201440,Spring,2014,40871,CSIS,110,10H,Intro CS: Multi Python Prg-Lab,Vandenberg,0,16,15,Lab,2,T,M
201440,Spring,2014,40366,CSIS,110,05F,Intro CS:Multi Python Prg-Lab,Vandenberg,0,16,17,Lab,2,T,M
201440,Spring,2014,40458,CSIS,110,5,Intro CS:Multimedia Python Prg,Vandenberg,3,32,32,Lecture,2,T,M
201440,Spring,2014,40659,CSIS,114,24T,Management Information Sys-Lab,Cotler,0,16,16,Lab,2,F,B
201440,Spring,2014,40873,CSIS,114,04H,Management Information Sys-Lab,Cotler,0,16,16,Lab,2,F,B
201440,Spring,2014,40658,CSIS,114,4,Management Information Systems,Cotler,3,32,32,Lecture,2,F,B
201440,Spring,2014,40195,CSIS,114,08H,Management Information Sys-Lab,DiTursi,0,16,16,Lab,2,F,B
201440,Spring,2014,40197,CSIS,114,09F,Management Information Sys-Lab,DiTursi,0,16,16,Lab,2,F,B
